Date,Time,Aircraft,Operator,Registration,Flight phase,Flight type,Survivors,Crash site,Schedule,MSN,YOM,Flight no.,Crash location,Country,Region,Crew on board,Crew fatalities,Pax on board,PAX fatalities,Other fatalities,Total fatalities,Circumstances,Crash cause
3/1/2012,12H 15M 0S,Piper PA-31-310 Navajo,Aerohein,CC-CYM,Flight,Charter/Taxi (Non Scheduled Revenue Flight),No,Mountains,Melinka – Quellón,31-8012016,1980,NA,Quellón Región de Los Lagos,Chile,South America,1,1,7,7,0,8,"The twin engine aircraft departed Melinka Airport at 1200LT on a taxi flight to Quellón, carrying seven passengers and one pilot. Eight minutes later, the pilot reported his position at 6,500 feet some 20 NM south of the destination. Six minutes later, at 1214LT, he reported at 3,000 feet some 10 NM southwest of Quellón. Shortly later, radar and radio contacts were lost after the airplane impacted the slope of a mountain located in the Piedra Blanca Mountain Range. The wreckage was found 15 km southwest of Quellón. The aircraft was destroyed by impact forces and all eight occupants were killed. At the time of the accident, weather conditions were poor with rain, fog and strong winds.",Human factor
3/8/2012,11H 25M 0S,Rockwell Shrike Commander 500,CM Airlines,TG-JAB,Flight,Charter/Taxi (Non Scheduled Revenue Flight),No,"Plain, Valley",San Pedro Sula - Tegucigalpa,500-3303,1977,NA,Plan de La Laguna Comayagua,Honduras,Central America,1,1,1,1,0,2,"For unknown reasons, the twin engine aircraft was flying low when it impacted tree tops and crashed in a wooded area located in Plan de La Laguna, in the Comayagua National Park. Both occupants were killed.",Unknown
3/9/2012,14H 10M 0S,Beechcraft 100 King Air,Southern Air Charter,N70JL,Landing (descent or approach),Charter/Taxi (Non Scheduled Revenue Flight),Yes,Airport (less than 10 km from airport),Nassau - Deadmans Cay,B-87,1971,NA,Deadmans Cay Long Island,Bahamas,Central America,0,0,0,0,0,0,"The twin engine aircraft was operating a taxi flight from Nassau-Lynden Pindling Airport to Deadmans Cay, and departed Nassau around 1 pm. On approach to Deadmans Cay, the crew encountered technical problems and was unable to lower the gear. The captain decided to perform a belly landing. The aircraft skidded on runway for several yards then veered off runway before coming to rest. There was no fire. While all occupants escaped uninjured, the aircraft was damaged beyond repair.",Technical failure
3/13/2012,10H 40M 0S,De Havilland DHC-2 Beaver,Southeast Aviation,N82SF,Flight,Charter/Taxi (Non Scheduled Revenue Flight),Yes,"Plain, Valley",Niblack - Ketchikan,839,1955,NA,Niblack Alaska,United States of America,North America,1,0,1,0,0,0,"The pilot departed from an off-airport site in marginal visual flight rules conditions. Shortly after departure, the weather worsened, and flight visibility dropped to near zero in heavy snow. He attempted to follow the shoreline at a low altitude but was unable to maintain visual contact with the ground. He stated that he saw trees immediately in front of the airplane and attempted a right turn toward what he thought was an open bay. During the turn, the right float contacted a rock outcrop, and the airplane impacted the water. The pilot did not report any mechanical anomalies that would have precluded normal operation.",Human factor
3/15/2012,7H 38M 0S,Convair CV-440 Metropolitan,Fresh Air,N153JR,Takeoff (climb),Cargo,No,"Lake, Sea, Ocean, River",San Juan - Sint Marteen,117,1953,NA,San Juan-Luis Muñoz Marín (Isla Verde) All Puerto Rico,Puerto Rico,Central America,2,2,0,0,0,2,"The airplane, operated by Fresh Air, Inc., crashed into a lagoon about 1 mile east of the departure end of runway 10 at Luis Muñoz Marín International Airport (SJU), San Juan, Puerto Rico. The two pilots died, and the airplane was destroyed by impact forces. The airplane was operated under the provisions of 14 Code of Federal Regulations (CFR) Part 1251 as a cargo flight. Visual meteorological conditions prevailed at the time of the accident, and a visual flight rules flight plan was filed. The flight had departed from runway 10 at SJU destined for Princess Juliana International Airport, St. Maarten. Shortly after takeoff, the first officer declared an emergency, and then the captain requested a left turn back to SJU and asked the local air traffic controllers if they could see smoke coming from the airplane (the two tower controllers noted in postaccident interviews that they did not see more smoke than usual coming from the airplane). The controllers cleared the flight to land on runway 28, but as the airplane began to align with the runway, it crashed into a nearby lagoon (Laguna La Torrecilla). Radar data shows that the airplane was heading south at an altitude of about 520 ft when it began a descending turn to the right to line up with runway 28. The airplane continued to bank to the right until radar contact was lost. The estimated airspeed at this point was only 88 knots, 9 knots below the published stall speed for level flight and close to the 87-knot air minimum control speed. However, minimum control speeds increase substantially for a turn into the inoperative engine as the accident crew did in the final seconds of the flight. As a result, the airplane was operating close to both stall and controllability limits when radar contact was lost. Pilots flying multiengine aircraft are generally trained to shut down the engine experiencing a problem and feather that propeller; thus, the flight crew likely intended to shut down the right engine by bringing the mixture control lever to the IDLE CUTOFF position and feathering the right propeller, as called out in the Engine Fire In Flight Checklist. This would have left the flight crew with the left engine operative to return to the airport. However, postaccident examinations revealed that the left propeller was found feathered at impact, with the left engine settings consistent with the engine at takeoff or climb setting. The right engine settings were generally consistent with the engine being shut down; however, the right propeller’s pitch was consistent with a high rotation/takeoff power setting. The accident airplane was not equipped with a flight data recorder or a cockpit voice recorder (nor was it required to be so equipped); hence, the investigation was unable to determine at what point in the accident sequence the flight crew shut down the right engine and at what point they feathered the left propeller, or why they would have done so. Post accident examination of the airplane revealed fire and thermal damage to the airframe on the airplane’s right wing rear spar, nacelle aft of the power section, and in the vicinity of the junction between the augmentor assemblies and the exhaust muffler assembly. While the investigation was unable to determine the exact location of the ignition source, it appears to have been aft of the engine in the vicinity of the junction between the augmentor assemblies and exhaust muffler assembly. The investigation identified no indication of a fire in the engine proper and no mechanical failures that would have prevented the normal operation of either engine.",Human factor
3/22/2012,19H 15M 0S,Douglas C-54 Skymaster,Jet One Express,N406WA,Taxiing,Cargo,Yes,Airport (less than 10 km from airport),Christiansted – San Juan,35944,1945,NA,San Juan-Luis Muñoz Marín (Isla Verde) All Puerto Rico,Puerto Rico,Central America,2,0,0,0,0,0,"Following an uneventful cargo flight from Christiansted-Henry E. Rohlsen Airport, the crew completed the landing normally at San Juan-Luis Muñoz Marin Airport. While taxiing to the ramp, the nose gear collapsed and the aircraft came to rest. Both pilots escaped uninjured and the aircraft was damaged beyond repair.",Technical failure
3/22/2012,56M 0S,Beechcraft 350 Super King Air,INAER Helicopter Chile,CC-AEB,Flight,Ambulance,No,Mountains,Punta Arenas - Santiago,FL-128,1995,NA,Puerto Aguirre Región Aysén del General Carlos Ibáñez del Campo,Chile,South America,2,2,6,6,0,8,"The twin engine aircraft was performing an ambulance flight from Puntas Arenas to Santiago with two pilots on board, one patient, three doctors and two relatives. Following an uneventful flight at FL280, the crew was cleared to descend when the aircraft entered an uncontrolled descent while the crew was in contact with Puerto Montt ATC. The aircraft dove into the ground and crashed on the north slope of the Macá volcano, some 10 km northeast of Puerto Aguirre. The wreckage was found in the morning of March 24 at an altitude of 2,347 metres. The aircraft disintegrated and all 8 occupants were killed.",Unknown
3/27/2012,7H 30M 0S,Cessna 441 Conquest,Bil Mar Foods,N1212C,Landing (descent or approach),Executive/Corporate/Business,Yes,Airport (less than 10 km from airport),Muskegon - Aurora,441-0346,1984,NA,Battle Creek-Kellogg Field-Executive Michigan,United States of America,North America,1,0,2,0,0,0,"After the pilot finished the preflight inspection in the hangar, the maintenance technician pulled the airplane out of the hangar and connected the auxiliary power cart to the airplane. Shortly thereafter, the pilot boarded the airplane and proceeded with the normal checklist. The pilot signaled to the maintenance technician to disconnect the power cart. The maintenance technician subsequently signaled that the pilot was clear to start the engines. After departure, the pilot noted a problem with the landing gear, and, after establishing that the tow bar was, most likely, still attached to the nosewheel, he diverted to a nearby airport for a precautionary landing. During the landing, the nose landing gear collapsed and the primary structure in the nose of the airplane was substantially damaged.",Human factor
4/2/2012,NA,Avro 748,Timbis Air Services,5Y-BZR,Landing (descent or approach),Cargo,Yes,Airport (less than 10 km from airport),NA,1737,1975,NA,Doro Upper Nile (<U+0623><U+0639><U+0627><U+0644><U+064A> <U+0627><U+0644><U+0646><U+064A><U+0644>),South Sudan,Africa,3,0,0,0,0,0,"On final approach to Doro Airport, while performing a cargo flight, the aircraft impacted ground short of runway and came to rest. All three crew members escaped uninjured while the aircraft was damaged beyond repair.",Unknown
4/3/2012,9H 20M 0S,Beechcraft 90 King Air,Líder Taxi Aéreo,N8116L,Flight,Delivery,Yes,"Lake, Sea, Ocean, River",Wichita - Fort Lauderdale - Willemstad - Belo Horizonte,LJ-2042,2011,NA,Oranjestad Dutch Antilles,Dutch Antilles,Central America,2,0,0,0,0,0,"On April 3, 2012, about 0920 atlantic standard time (ast), a Hawker Beechcraft C90GTx, N8116L, operated by Lider Taxi Aereo, was substantially damaged after ditching in the waters of the Caribbean Sea, 17 miles north of Aruba, following a dual loss of engine power during cruise. The flight departed Fort Lauderdale Executive Airport (FXE), Fort Lauderdale, Florida, and was destined for Hato International Airport (TNCC), Willemstad, Curacao. The airline transport pilot and the pilot rated passenger were uninjured. Visual meteorological conditions prevailed, and an instrument flight plan was filed for the delivery flight conducted under 14 Code of Federal Regulations Part 91. The Amsterdam arrived at the ditching location at 1120. The airplane was partially submerged. The crew of the Amsterdam attempted to prevent the airplane from sinking by placing a cable around it and hoisting it onboard. However during the attempted recovery, the fuselage broke in half and the airplane sank.",Human factor
4/15/2012,13H 21M 0S,Fokker F27 Friendship,Sky Relief Services,5Y-SRJ,Landing (descent or approach),Cargo,Yes,Airport (less than 10 km from airport),Lokichogio - Yida,10372,1968,NA,Yida Unity (<U+0627><U+0644><U+0648><U+062D><U+062F><U+0629>),South Sudan,Africa,3,0,0,0,0,0,"The aircraft departed Lokichoggio Airport at 1103LT on a cargo flight to Yida, carrying three crew members and a load consisting of food. En route, while cruising at an altitude of 16,000 feet, the right engine failed. The crew was able to restart it but it failed again few minutes later. The crew started the approach on one engine and landed uneventfully. While decelerating, the nose gear collapsed and the aircraft came to rest. All three crew members escaped uninjured while the aircraft was damaged beyond repair. Both engines accumulated about 20 hours since the last overhaul and it is believed that the nose gear failed due to fatigue cracks.",Technical failure
4/21/2012,8H 13M 0S,Curtiss C-46 Commando,Sky Team Bolivia,CP-1319,Landing (descent or approach),Cargo,Yes,Airport (less than 10 km from airport),Santa Cruz - Cobija,22428,1945,NA,Santa Cruz-Viru Viru Santa Cruz,Bolivia,South America,3,3,1,0,0,3,"The crew departed Santa Cruz-Viru Viru Airport at 0807LT on a cargo flight to Cobija-E. Beltram Airport. Shortly after takeoff from runway 16, the crew informed ATC he was returning but did not give any details about his situation. On final approach, the aircraft adopted a high-nose attitude, climbed then stalled and crashed 200 metres short of runway, bursting into flames. The passenger was seriously injured and all three crew members were killed. The aircraft was totally destroyed by a post crash fire.",Unknown
4/25/2012,17H 30M 0S,Pilatus PC-6 (Porter & Turbo Porter),Susi Air,PK-VVQ,Flight,Aerial photography,No,"Plain, Valley",Balikpapan - Balikpapan,965,2009,NA,Muaritan West Kalimantan,Indonesia,Asia,1,1,1,1,0,2,"The Pilatus Porter PC-6 aircraft operated by PT. Puji Astuti Aviation (Susi Air) registered PK-VVQ on Areal Survey Flight, departed from Sepinggan-Balikpapan to Melak Area on 25 April 2012 at 0440 UTC (Universal Time Coordinate) or 1240 LT. There were one pilot and one pasenger on board, the estimate flight endurance was seven hours. At 0505 the aircraft reported leaving Balikpapan Approach. At 0910 the aircraft was reported to Melak Radio on radial 060 at the altitude of 3,500 feet, and that it would be leaving Survey after a further twenty minutes. Melak Radio reported that the aircraft lost contact at 0930. At 0922 a text message was sent by the passenger to his employer stating “Run out of fuel, landing on road”. The Search and Rescue Bureau informed that a distress signal was tetected on 1025 at the position of 00 25’.02” N 116.02’.48”E. On 26 April 2012 at 1730 UTC the aircraft was found in Muaritan – Kecamatan Tabang, Kutai Karta Negara at the position 00 25’.03” N 116.01’.55”E. The aircraft was substantially damaged, the pilot and the passenger were fatally injured.",Human factor
5/5/2012,2H 40M 0S,Piper PA-42 Cheyenne,Transports Aériens Intercaraïbes,F-GXES,Takeoff (climb),Ambulance,No,"Lake, Sea, Ocean, River",Grand Case - Fort-de-France,42-8001043,1980,NA,Grand Case Saint-Martin,France,Europe,1,1,3,3,0,4,"The twin engine aircraft was engaged in an ambulance flight between Grand Case and Fort-de-France and was carrying a pilot, a nurse, a doctor and a patient, a Greek citizen in honeymoon in Saint Martin who suffered a heart attack. He normally should be transferred to Fort-de-France from Saint Martin-Princess Juliana Airport with another Operator but the aircraft suffered technical problem prior to departure and the patient was transferred to Grand Case Airport. Piper PA-42 left Grand Case-L'Espérance runway 12 at 02H39. One minute later, during initial climb, it lost height and crashed into the Caribbean Sea, some three NM off the airport, off Tintamarre Island. Around 1000LT in the morning, a wheel and some others debris were found floating in water and no trace of the four occupants was found. They were later considered as deceased.",Human factor
5/9/2012,14H 31M 0S,Sukhoi Superjet 100-95,Sukhoï,97004,Flight,Demonstration,No,Mountains,Jakarta - Jakarta,95004,2009,NA,Mt Salak West Java,Indonesia,Asia,4,4,41,41,0,45,"Aircraft was performing a demo flight and left Jakarta-Halim Perdanakasuma Airport at 1400LT with 41 passengers (potential buyers) on board and a crew of four. About thirty minutes later, while turning around Mount Salak, pilots received the authorization to descend from 10,000 feet to 6,000 feet in low visibility. Aircraft hit the edge of a cliff and crashed few yards further and was totally destroyed by impact and post impact fire. SAR teams arrived on scene 18 hours later and all 45 occupants were killed. At the time of the accident, weather conditions were marginal with clouds shrouding both Mount Salak and Mount Gede. First accident involving a Sukhoi Superjet 100. Present model was manufactured 09AUG2009 and totalized 843 flying hours for 500 cycles. Captain had 10,347 flying hours and was a test pilot by Sukhoi Civil Aircraft Company.",Human factor
5/17/2012,7H 15M 0S,Short 360,Air Cargo Carriers,N617FB,Taxiing,Cargo,Yes,Airport (less than 10 km from airport),Houston – Austin,3617,1983,NA,Houston-George Bush-Intercontinental Texas,United States of America,North America,2,0,0,0,0,0,"The pilots reported that the cargo airplane was about 60 pounds over its maximum takeoff weight. Because their taxi to the assigned runway was long, they decided to reduce weight by using higher-than-normal engine power settings to burn fuel before takeoff while using the wheel brakes to control the airplane’s speed while taxiing. During the taxi, a fire ignited in the right wheel housing. The pilots brought the airplane to a stop on the taxiway, evacuated, and attempted to extinguish the fire with two handheld fire extinguishers. Airport firefighting personnel arrived on scene and extinguished the fire using foam suppressant. Although the fire damage was extensive, postaccident examination of the airplane did not show evidence of mechanical malfunctions or failures with the wheel and brake system that could have caused the fire. The right and left main landing gear tires deflated when the fusible plugs in the wheels blew due to overheating. The fusible plugs are designed to “fail” if the wheels overheat, and those plugs functioned as designed. The pilots stated that they had been trained to not ride the brakes while taxiing. However, the captain stated that he did not realize that he was in danger of blowing the tires much less causing a fire, otherwise he would not have attempted to bum off excess fuel while taxiing.",Human factor
5/25/2012,14H 8M 0S,De Havilland DHC-2 Beaver,Air Cochrane,C-FGBF,Landing (descent or approach),Charter/Taxi (Non Scheduled Revenue Flight),Yes,"Lake, Sea, Ocean, River",Edgar Lake - Lillabelle Lake,168,1952,NA,Lillabelle Lake Ontario,Canada,North America,1,1,2,1,0,2,"The Cochrane Air Service de Havilland DHC-2 Mk.1 Beaver floatplane (registration C-FGBF, serial number 168) departed Edgar Lake, Ontario, with 2 passengers and 300 pounds of cargo on board. The aircraft was destined for the company’s main base located on Lillabelle Lake, Ontario, approximately 77 miles to the south. On arrival, a southwest-bound landing was attempted across the narrow width of the lake, as the winds favoured this direction. The pilot was unable to land the aircraft in the distance available and executed a go-around. At 1408, Eastern Daylight Time, shortly after full power application, the aircraft rolled quickly to the left and struck the water in a partially inverted attitude. The aircraft came to rest on the muddy lake bottom, partially suspended by the undamaged floats. The passenger in the front seat was able to exit the aircraft and was subsequently rescued. The pilot and rear-seat passenger were not able to exit and drowned. The emergency locator transmitter activated on impact.",Weather
6/2/2012,19H 10M 0S,Boeing 727-200,Allied Air,5N-BJN,Landing (descent or approach),Cargo,Yes,Airport (less than 10 km from airport),Lagos - Accra,22540/1796,1982,NA,Accra-Kotoka Greater Accra,Ghana,Africa,4,0,0,0,10,10,"On 2nd June, 2012 at 1828hrs Allied Air Ltd Flight DHV 111, a Boeing 727-221 Cargo aircraft, Registration: 5N-BJN, departed Murtala Muhammed International Airport, Ikeja, Lagos-Nigeria to Kotoka International Airport, estimating Accra, Ghana at 1904hrs, en-route to Abidjan. While taxiing for take-off, the Flight Engineer observed that the CSD amber light (caution) had illuminated on the panel. With the Captain’s permission, it was disconnected. The flight was cleared Flight Level 240 and to maintain by Accra Area Control on 130.9MHz. The Flight was operating under Instrument Flight Rules (IFR) conditions and the flight was turbulent, the aircraft was cruising at a speed of 280kts which is the recommended turbulence speed. On the descent into Accra, the aircraft was cleared by Accra Approach on 119.5MHz initially to Flight Level 50 and later cleared to 2000ft. It was again instructed to climb to 3000ft due to high ground. On arrival at Accra, the Captain flew an Instrument Landing System (ILS) coupled approach, until he saw the runway. He then disconnected the autopilot at 500ft and manually flew the aircraft. After disconnecting the auto-pilot, he came into heavy IMC conditions in rain. The aircraft experienced an unstable approach at a high speed of 167kts and landed with a wind of 050/15kts at 154 kts and about 5807 ft from Runway 21 in nil visibility. The crew deployed thrust reversers and applied the normal brakes as well as the emergency pneumatic brakes but these actions were ineffective to stop the aircraft. Normally deploying the thrust reversers or applying the brakes would bring the nose wheel down. However, the nose gear was kept up. The speed brakes were not deployed. The crew reported seeing red lights rushing towards them soon after the main wheels touched the ground for the landing run. The aircraft nose gear never touched the ground until the aircraft went over the fence wall. A Lufthansa Flight DLH 566 operated on behalf of Lufthansa (LH) by Private Air which had landed earlier at 1902hrs reported a wind of 050/15kts and visibility of 3800m in rain. From the 2nd intersection where DLH 566 had stopped, ready to backtrack Runway 21, the crew observed Allied Air appeared to have landed at very high speed when the aircraft went past and could not determine whether the aircraft was taking off. A Lufthansa ground engineer who was waiting at the intersection to receive DLH 566 indicated the approximate touchdown point of DHV 111. Both the controller at the Tower and the Marshaller in the “follow me” vehicle waiting at the 1st Intersection saw Allied Air land between the 1st and 2nd intersections. The FDR indicated that the aircraft landed 4000 ft to the end of Runway 21. The full length of Runway 21 is 3403 m (11,162ft for take-off) but available for landing is 2990 m (9,807 ft). The FDR readout showed that the aircraft landed at 150 kts, and at 1.6 G, 5807 ft from the beginning of Runway 21 and 4000ft from the threshold of the Runway 03. The runway surface condition for braking as described by DLH crew was good. Shortly after Turkish Airline (THY 629) had landed, DLH 566 also landed followed by DHV 111. The aircraft over-run the runway and destroyed the Threshold Lights and the Approach lights on Runway 03. It knocked out the ILS Localizer transmitter structure and mounts, broke through the airport perimeter wall. The aircraft crossed Giffard Road, collided with a passenger mini bus killing all ten (10) persons on board. It uprooted a tree by the road side before finally coming to a stop at an open space near El-Wak Sport Stadium. The Emergency Locator Transmitter (ELT) was triggered by the impact. The right side of a taxi cab on the road was grazed by flying debris from the localizer transmitter structures carried along by the right wing of the aircraft. The leading edge of the wing was extensively damaged. The aircraft came to a rest outside the airport perimeter wall 1171 ft (350m) from the Threshold of Runway 03, heading 215° southwest, coordinates 05 35 13.67N 000o 10 29.20W. The four (4) crew members sustained minor injuries. The aircraft and the mini bus were all destroyed. At 1910hrs, RFFS was alerted by the Tower Controller through the crash alarm bell. It took 9 minutes for the firemen to get to the crash site. The Airport was closed for 45minutes during which runway inspection was carried out. No pool of water was found anywhere on the runway. Approximately one hour after the aircraft had over-run the runway, the Airport was re-opened to traffic. Other airlines including KLM and British Airways, landed. Even though the Technical Log Book had no records of deferred defect, the Captain in an interview said the windshield wipers where switched on during the landing phase but were unable to clear the rain. It was observed during the investigation that the windshield wipers were rather ¾ switched on.",Human factor
6/6/2012,19H 55M 0S,Swearingen SA227 Metro III,Air Class Lineas Aéreas,CX-LAS,Takeoff (climb),Cargo,No,"Lake, Sea, Ocean, River",Montevideo - Buenos Aires,AC-482,1982,NA,Montevideo Montevideo City District,Uruguay,South America,2,2,0,0,0,2,"The crew was performing a cargo flight from Montevideo to Buenos Aires on behalf of DHL. The aircraft departed runway 24 at Montevideo-Carrasco Airport at 1945LT and the crew was cleared to climb to FL080. While reaching a height of 4,500 feet, the aircraft entered an uncontrolled descent and crashed in the sea at a speed of 570 knots which caused its disintegration off Flores Island. Few debris were found the following day floating on water but the main wreckage was localized two weeks later about one NM south of Flores Island. The CVR was found on 02AUG2012 but was unreadable as the content was concerning the last 30 minutes of the precedent flight. On 11FEB2013, fishermen found the cargo door in their fishnet. No trace of the cargo nor the crew was ever found.",Weather
6/12/2012,13H 43M 0S,Avro 748,Wasaya Airways,C-FTTW,Parking,Cargo,Yes,Airport (less than 10 km from airport),Pickle Lake – Sandy Lake,1681,1970,NA,Sandy Lake Ontario,Canada,North America,2,0,0,0,0,0,The aircraft was parked on the ramp at Sandy Lake Airport. The flight crew had disembarked and were off-loading the cargo (JET A-1 jet fuel drums) from the aircraft to fuel tanks adjacent to the ramp. A fire broke out and the flight crew used the available fire extinguishers but the fire spread and consumed most of the aircraft that was totally destroyed. There were no injuries.,Other causes
6/18/2012,10H 6M 0S,Beechcraft Beechjet 400,N79TE LLC,N826JH,Landing (descent or approach),Executive/Corporate/Business,Yes,Airport (less than 10 km from airport),Gadsden - Atlanta,RK-70,1993,NA,Atlanta-DeKalb-Peachtree Georgia,United States of America,North America,2,0,2,0,0,0,"The second-in-command (SIC) was the pilot flying for most of the flight (takeoff, climb, cruise, and descent) and was in the left seat, while the pilot-in-command (PIC) was the pilot monitoring for most of the flight and was in the right seat. Before takeoff, the PIC calculated reference speed (Vref) for the estimated landing weight and flaps 30-degree extension was 120 knots, with a calculated landing distance of 3,440 ft. Further, before takeoff, there were no known mechanical difficulties with the brakes, flaps, antiskid, or traffic alert and collision avoidance (TCAS) systems. After takeoff and for most of the flight, the PIC coached/instructed the SIC, including instructions on how to set the airspeed command cursor, a request to perform the after-takeoff checklist, and a comment to reduce thrust to silence an overspeed warning aural annunciation. When the flight was northwest of Dekalb Peachtree Airport (PDK), Atlanta, Georgia, on a right base leg for a visual approach to runway 20L with negligible wind, air traffic controllers repeatedly announced the location and distance of a Cessna airplane (which was ahead of the Beech 400A on a straight-in visual approach to runway 20R). Because the Beech 400A flight crew did not see the other airplane, the controllers appropriately instructed them to maintain their altitude (which was 2,300 ft mean sea level [msl]) for separation until they had the traffic in sight; radar data indicated the Beech 400A briefly descended to 2,200 ft msl then climbed back to 2,300 ft msl. According to the cockpit voice recorder (CVR) transcript, at 1004:42, which was about 12 seconds after the controller instructed the Beech 400A flight crew to maintain altitude, the on board TCAS alerted ""traffic traffic."" While the Beech 400A did climb back to 2,300 ft msl, this was likely a response to the air traffic control (ATC) instruction to maintain altitude and not a response to the TCAS ""traffic traffic"" warning. At 1004:47, the CVR recorded the SIC state, ""first degree of,"" likely referring to flap extension, but the comment was not completed. The CVR recorded an immediate increase in background noise, which was likely due to the landing gear extension. The PIC then advised the local controller that the flight was turning onto final approach. The CVR did not record any approach briefing or discussion of runway length or Vref speed. After landing on runway 20L at Atlanta-DeKalb Peachtree Airport, aircraft did not stop as expected. It overrun the runway, went through a fence and came to rest near a road, broken in two. All four occupants were injured, both pilots seriously.",Human factor
6/20/2012,NA,Grumman G-159 Gulfstream I,International Trans Air Business,9Q-CIT,Landing (descent or approach),Charter/Taxi (Non Scheduled Revenue Flight),Yes,Airport (less than 10 km from airport),Lubumbashi - Pweto,193,1968,NA,Pweto Katanga,Democratic Republic of Congo,Africa,2,0,3,0,0,0,"Following an uneventful charter flight from Lubumbashi-Lueno Airport, the crew made a steep approach followed by a hard landing. The aircraft bounced and climbed to a height of about 20 feet, landed again and went out of control. It veered off runway to the left, collided with a rocky embankment, lost its undercarriage and came to rest, broken in several pieces. All five occupants escaped uninjured while the airplane was destroyed.",Human factor
6/22/2012,10H 1M 0S,Beechcraft 90 King Air,OZ Gas Aviation,N508GT,Landing (descent or approach),Ferry,No,"Plain, Valley",Tidioute - Farmington - Morgantown,LJ-1775,2008,NA,Morgantown West Virginia,United States of America,North America,1,1,0,0,0,1,"The airplane, operated by Oz Gas Aviation LLC, was substantially damaged when it struck a communications tower near Morgantown, West Virginia. The certificated airline transport pilot was fatally injured. No flight plan had been filed for the positioning flight from Nemacolin Airport (PA88), Farmington, Pennsylvania, to Morgantown Municipal Airport (MGW), Morgantown, West Virginia conducted under Title14 Code of Federal Regulations (CFR) Part 91. At 0924 on the morning of the accident, the airplane departed from Rigrtona Airport (13PA), Tidioute, Pennsylvania for PA88 with the pilot and three passengers onboard. The airplane landed on runway 23 at PA88 at 0944. The pilot then parked the airplane; shutdown both engines, and deplaned the three passengers. He advised them that he would be back on the following day to pick them up. After the passengers got on a shuttle bus for the Nemacolin Woodlands Resort, the pilot started the engines. He idled for approximately 2 minutes, and then back taxied on runway 23 for takeoff. At 0957, he departed from runway 23 for the approximately 19 nautical mile positioning flight to MGW, where he was going to refuel and spend the night. After departure from PA88, the airplane climbed to 3,100 feet above mean sea level (msl) on an approximately direct heading for MGW. The pilot then contacted Clarksburg Approach Control and was given a discrete code of 0130. When the airplane was approximately nine miles east of the Morgantown airport, the air traffic controller advised the pilot that he had ""radar contact"" with him. The airplane then descended to 3,000 feet, and approximately one minute later struck the communications tower on an approximate magnetic heading of 240 degrees. According to a witness who was cutting timber across the road from where the accident occurred; the weather was cloudy with lighting and thunder, and it had just started ""sprinkling"". He then heard a loud ""bang"", turned, and observed the airplane descending upside down, and then impact. About 20 minutes later it stopped ""sprinkling"". He advised that he could still see the top of the tower when it was ""sprinkling"".",Human factor
7/12/2012,17H 15M 0S,Embraer EMB-121 Xingu,Banjet Taxi Aéreo,PT-MAB,Landing (descent or approach),Charter/Taxi (Non Scheduled Revenue Flight),No,"Lake, Sea, Ocean, River",Belo Horizonte - Angra dos Reis,121-007,1979,NA,Angra dos Reis Rio de Janeiro,Brazil,South America,2,2,1,1,0,3,"The twin engine aircraft departed Belo Horizonte-Pampulha Airport on a charter flight to Angra dos Reis, carrying one passenger and two pilots. On approach to Angra dos Reis, the crew encountered poor weather conditions with a cold front approaching the area. On short final, while completing a right turn at low height, the right wing struck the water surface and the aircraft crashed in the sea, some 500 metres offshore. The wreckage was found 3 km from the airport. All three occupants were killed and aircraft was destroyed. Visibility was low at the time of the accident with heavy rain falls, low clouds and turbulences. The passenger was the local representative of the Mercedes Benz Group.",Human factor
7/28/2012,7H 45M 0S,Beechcraft 200 Super King Air,Vilma Alimentos,PR-DOC,Landing (descent or approach),Executive/Corporate/Business,No,Airport (less than 10 km from airport),Belo Horizonte - Juiz de Fora,BY-51,2009,NA,Juiz de Fora Minas Gerais,Brazil,South America,2,2,6,6,0,8,"The twin engine aircraft departed Belo Horizonte-Pampulha Airport at 0700LT on a flight to Juiz de Fora, carrying six passengers and two pilots. In contact with Juiz de Fora Radio, the crew learned that the weather conditions at the aerodrome were below the IFR minima due to mist, and decided to maintain the route towards the destination and perform a non-precision RNAV (GNSS) IFR approach for landing on runway 03. During the final approach, the aircraft collided first with obstacles and then with the ground, at a distance of 245 meters from the runway 03 threshold, and exploded on impact. The aircraft was totally destroyed and all 8 occupants were killed, among them both President and Vice-President of the Vilmas Alimentos Group.",Human factor
