Date,Time,Aircraft,Operator,Registration,Flight phase,Flight type,Survivors,Crash site,Schedule,MSN,YOM,Flight no.,Crash location,Country,Region,Crew on board,Crew fatalities,Pax on board,PAX fatalities,Other fatalities,Total fatalities,Circumstances,Crash cause
3/19/2008,15H 7M 0S,Raytheon 390 Premier I,Ran Air Services,VT-RAL,Landing (descent or approach),Executive/Corporate/Business,Yes,Airport (less than 10 km from airport),Jodhpur - Udaipur,RB-23,2001,NA,Udaipur Rajasthan,India,Asia,2,0,5,0,0,0,"The aircraft, after necessary met and ATC briefing took off at 0940 UTC from Jodhpur on direct route W58 at cruise FL 100 and sector EET 20 minutes as per Flight Plan. No abnormality was reported / recorded by the pilot during take off from Jodhpur. The crewmember of the aircraft while operating Jodhpur–Udaipur were the same who operated flight Delhi-Jodhpur on 18.3.2008. There were five passengers also on board the aircraft. The aircraft climbed to the assigned level where the pilot was experiencing continuous turbulence at FL100. The pilot communicated the same to the ATC Jodhpur and requested for higher level which was not granted and advised to continue at same level and contact ATC Udaipur for level change. It came in contact with Udaipur at 0944 UTC, approx 50 NM from Udaipur. At 0948 the weather passed by ATC was winds 180/07 kts. Vis 6 km. Temp 34, QNH 1006 Hpa and advised for ILS approach on runway 26. Consequently the pilot requested to make right base Rwy 26 visual approach, which was approved by the ATC. Aircraft did not report any defect/snag. Pilot further stated that during approach to land at Udaipur when flap 10 degree was selected, the flap didn’t respond and ‘Flaps-Fail’ message flashed. Thereafter he carried out the check list for flapless landing. At 1004 UTC when the aircraft reported on final the ATC cleared the aircraft to land on runway 26 with prevailing wind 230/10 Kts. The same was acknowledged by the crew and initiated landing. At about 20 to 30 feet above ground the pilot stated to have experienced sudden down-draft thereby the aircraft touched down heavily on the runway. The touch-down was on the centerline, at just before the touchdown Zone (TDZ), on the paved runway, after the threshold point. Consequent to the heavy impact both the main wheel tyre got burst; first to burst was right tyre. The aircraft rolled on the runway centerline for a length of about 1,000 feet in the same condition. Thereafter it gradually veered to the right of the runway 26 at distance of approx 2,200 feet runway length from the threshold of the runway. The aircraft left the runway shoulder and after rolling almost straight for another 90 ft it stopped after impact with the airport boundary wall.",Human factor
3/28/2008,8H 11M 0S,Piper PA-46 (Malibu/Meridian/Mirage/Matrix/M-Class),A. D. Williams Engineering,C-FKKH,Flight,Executive/Corporate/Business,No,"Plain, Valley",Edmonton – Winnipeg,46-22092,1989,NA,Wainwright Alberta,Canada,North America,1,1,4,4,0,5,"The privately operated Piper PA-46-350P Jetprop DLX (registration C-FKKH, serial number 4622092) had departed from Edmonton, Alberta, at about 0733 mountain daylight time en route to Winnipeg, Manitoba, on an instrument flight rules flight plan. Shortly after the aircraft levelled off at its cleared altitude of flight level (FL) 270, the aircraft was observed on radar climbing through FL 274. When contacted by the controller, the pilot reported autopilot and gyro/horizon problems and difficulty maintaining altitude. Subsequently, he transmitted that his gyro/horizon had toppled and could no longer be relied upon for controlling the aircraft. The aircraft was observed on radar to make several heading and altitude changes, before commencing a right turn and a steep descent, after which the radar target was lost. An emergency locator transmitter signal was received by the Lloydminster, Alberta, Flight Service Station for about 1 ½ minutes before it stopped. The wreckage was found by the Royal Canadian Mounted Police about 16 nautical miles northeast of Wainwright at about 1205. None of the five people on board survived.",Technical failure
4/3/2008,16H 24M 0S,Cessna 406 Caravan,Auric Air,5H-AWK,Takeoff (climb),Training,No,Airport (less than 10 km from airport),Mwanza - Mwanza,406-0030,1989,NA,Mwanza Mwanza Region,Tanzania,Africa,2,2,0,0,0,2,"The crew consisting of one instructor and one pilot under supervision departed Mwanza for a local training flight with approaches and touch-and-go manoeuvres. Shortly after takeoff from runway 12, while climbing to an altitude of 800 feet, the twin engine aircraft rolled to the right then entered a right turn and an uncontrolled descent before crashing on the top of a small hill located 890 metres from the runway 30 threshold. The aircraft was totally destroyed and both pilots were killed, a British instructor and an Australian citizen pilot under training.",Human factor
4/4/2008,NA,De Havilland DHC-6 Twin Otter,Argentinian Air Force - Fuerza Aérea Argentina,T-84,Takeoff (climb),Military,Yes,Airport (less than 10 km from airport),NA,214,1969,NA,Comodoro Rivadavia Chubut,Argentina,South America,2,0,4,0,0,0,"Shortly after takeoff from Comodoro Rivadavia Airport, while climbing, the crew encountered an unexpected situation and was forced to attempt an emergency landing. The aircraft crash landed in a desert area located about 10 km from the airport. While all six occupants escaped uninjured, the aircraft was damaged beyond repair.",Technical failure
4/7/2008,12H 45M 0S,Pilatus PC-6 (Porter & Turbo Porter),Peruvian Air Force - Fuerza Aérea del Perú,FAP-320/OB-1165,Landing (descent or approach),Training,Yes,Airport (less than 10 km from airport),Iquitos - Iquitos,720,1974,NA,Iquitos-Moronacocha Loreto,Peru,South America,5,0,0,0,0,0,"The single engine aircraft was completing a local training flight at Iquitos-Moronacocha Airport, carrying five pilots. On short final, the single engine airplane lost height, struck the ground and crashed near the runway threshold. All five occupants were injured and the aircraft was damaged beyond repair.",Unknown
4/8/2008,9H 30M 0S,Antonov AN-26,Vietnam People's Air Force,265,Landing (descent or approach),Training,No,"Plain, Valley",Hanoi - Hanoi,NA,NA,NA,Hanoi-Gia Lâm Hà N<U+1ED9>i City District,Vietnam,Asia,5,5,0,0,0,5,"The crew was completing a local training flight at Hanoi-Gia Lâm Airport. On approach, the aircraft crashed in unknown circumstances in a rice paddy field located near T<U+1EA3> Thanh Oai, Thanh Tri district. The wreckage was found about 13 km southwest of the airport and all five occupants were killed.",Unknown
4/16/2008,14H 23M 0S,Antonov AN-32,Government of Guinea Equatorial,3C-5GE,Landing (descent or approach),Government,No,"Lake, Sea, Ocean, River",Bata - Annobón Island,16 09,1988,NA,Annobón Island Annobón Province (San Antonio de Palé),Equatorial Guinea,Africa,5,5,6,6,0,11,"The aircraft departed Bata on a special flight to Annobón Island carrying six politicians completing an election tour and a crew of five. While approaching Annobón Island, the crew encountered poor weather conditions with strong winds and heavy rain falls. Control was lost and the aircraft crashed in the sea. Four dead bodies were found.",Unknown
4/23/2008,17H 10M 0S,Piper PA-46 (Malibu/Meridian/Mirage/Matrix/M-Class),Private German,D-EPOE,Landing (descent or approach),Training,No,Airport (less than 10 km from airport),Parma - Parma,46-22180,1995,NA,Parma Emilia-Romagna,Italy,Europe,2,2,1,1,0,3,"The single engine aircraft departed Parma-Giuseppe Verdi Airport at 1635LT on a local training flight, carrying one passenger (a PA-46 rated pilot), a pilot under supervision and one instructor. The goal of the flight was to revalidate the PA-46 licence of the pilot-in-command. Following a successful emergency landing and a touch-and-go, the crew followed a new circuit and was cleared for a new approach to runway 20 in VFR conditions. On short final, while completing a left turn to join the approach path, the aircraft stalled, collided with power lines and crashed near a roundabout located about 1,100 metres short of runway 20. The aircraft was destroyed and all three occupants were killed.",Human factor
5/2/2008,10H 10M 0S,Beechcraft 1900C,Flex Air,5Y-FLX,Flight,Government,No,"Plain, Valley",Wau – Rumbek – Juba,UC-65,1989,NA,Rumbek Lakes (<U+0627><U+0644><U+0628><U+062D><U+064A><U+0631><U+0627><U+062A>),South Sudan,Africa,2,2,19,19,0,21,"Chartered by Southern Sudan Air Connection to Flex Air Kenya, the aircraft departed Wau on a special flight to Juba with an intermediate stop in Rumbek, carrying a delegation of the South Sudan Government. While approaching Rumbek, the crew reported engine problems and elected to make an emergency landing when the aircraft crashed in a field located 45 km northwest from Rumbek, bursting into flames. All 21 occupants were killed, among them Justin Yak, personal adviser of the President of South Sudan, Dominic Dim Deng, Ministry of Defense, and 17 military officers.",Technical failure
5/21/2008,21H 44M 0S,Beechcraft T-1 Jayhawk,United States Air Force - USAF,93-0633,Landing (descent or approach),Training,Yes,Airport (less than 10 km from airport),Lubbock - Lubbock,TT-90,1993,NA,Lubbock Texas,United States of America,North America,2,0,0,0,0,0,"The crew was completing a night training flight on behalf of the U.S. Air Force 86th Flying Training Squadron, 47th Flying Training Wing, Laughlin Air Force Base, Texas. After several manoeuvres in the vicinity of the Lubbock-Preston Smith Airport, the crew started an non precision approach to runway 17R. At that time, weather conditions were not so good with rain showers and winds up to 40 knots. On final approach, the aircraft seems to sink and pitched down. The captain increased both engines power but the aircraft hit the ground 1,1 mile short of runway 17R threshold. On impact, the nose gear was sheared off and the aircraft came to rest in a field. Both pilots were slightly injured while the aircraft was damaged beyond repair.",Weather
5/23/2008,1H 24M 0S,Beechcraft 1900C,Alpine Air,N195GA,Takeoff (climb),Postal (mail),No,Airport (less than 10 km from airport),Billings - Great Falls,UB-65,1986,NA,Billings-Logan Montana,United States of America,North America,1,1,0,0,0,1,"About one minute after takeoff on a night Instrument Flight Rules (IFR) contract cargo flight, the tower controller advised the pilot that he was squawking the wrong transponder code. Although the pilot reset the transponder to the correct code, he was advised that he was still squawking the wrong code. He then realized that he had selected the wrong transponder, and then switched to the correct one. During the time the pilot was dealing with this issue, the airplane drifted about 30 degrees right of the assigned heading, but the pilot returned to the correct heading as he was contacting the departure controller. The departure controller cleared him to continue his climb and instructed him to turn left about 120 degrees, which he did. About 40 seconds after initiating his left turn of about 120 degrees, while climbing straight ahead through an altitude about 4,700 feet above ground level (AGL), the pilot was instructed to turn 20 degrees further left. Almost immediately thereafter, the airplane began turning to the right, and then suddenly entered a rapidly descending right turn. The airplane ultimately impacted the terrain in a nearly wings-level nose-down attitude of greater than 45 degrees. At the moment of impact the airplane was on a heading about 220 degrees to the right of the its last stabilized course. The investigation did not find any indication of an airframe, control system, or engine mechanical failure or malfunction that would have precluded normal flight, and no autopsy or toxicological information could be acquired due to the high amount of energy that was released when the airplane impacted the terrain. The determination of the initiating event that led to the uncontrolled descent into the terrain was not able to be determined.",Human factor
6/3/2008,10H 7M 0S,Socata TBM-850,Angel Flight Central,N849MA,Takeoff (climb),Ambulance,Yes,Airport (less than 10 km from airport),Iowa City - Decatur,412,2007,NA,Iowa City Iowa,United States of America,North America,1,0,2,1,0,1,"The private pilot arrived at the accident airport as part of an Angel Flight volunteer program to provide transportation of a passenger who had undergone medical treatment at a local hospital. About 0937, the airplane landed on runway 30 (3,900 feet by 150 feet) with winds from 073-080 degrees and 5-6 knots, which continued to increase due to an atmospheric pressure gradient. The pilot met the passengers and departed the terminal about 1003, with winds at 101-103 degrees and 23-36 knots. About 1005 the airplane was near the approach end of runway 30 with wind from 089-096 degrees and 21-31 knots. The pilot stated that he began rotating the airplane about 3,000 feet down the runway. About 1006, the airplane was approximately 3,553 feet down the runway while flying about 30 feet above the runway. The airplane experienced an aerodynamic stall, and the left wing dropped before it impacted the ground. No mechanical anomalies that would have precluded normal operation of the airplane were noted during the investigation. The fatally injured passenger, who had received medical treatment, was 2 years and 10 months of age at the time of the accident. She was held by her mother during the flight, as she had been on previous Angel Flights, but was otherwise unrestrained. According to 14 CFR 91.107(3), each person on board a U.S.-registered civil aircraft must occupy an approved seat with a safety belt properly secured during takeoff, and only unrestrained children who are under the age of 2 may be held by a restrained adult. Although the accident was survivable (both the pilot and the adult passenger survived with non-life-threatening injuries), an autopsy performed on the child revealed that the cause of death was blunt force trauma of the head.",Human factor
6/7/2008,9H 50M 0S,PZL-Mielec AN-2,Vassili Sklyar,RA-68068,Flight,Fire fighting,No,"Plain, Valley",NA,1G193-38,1981,NA,Novoternovskiy Stavropol Krai,Russia,Asia,2,2,0,0,0,2,"In the early morning, the crew took off with this aircraft that was not airworthy for a survey mission (fire fighting). The crew did not file any flight plan and continued the mission without any contact with ATC. Approaching Novoternovskiy, weather conditions worsened and the horizontal visibility dropped to 10 metres due to thick fog. The crew reduced his altitude to 5 metres in an attempt to establish a visual contact with the ground when the pilot saw a the structure of an irrigation complex. At a height of 5 metres, he made a steep turn to the left at an angle of 45° to avoid the collision when the aircraft plunged to the earth and crashed in a field, bursting into flames. The aircraft was totally destroyed and both occupants were killed.",Human factor
6/8/2008,NA,De Havilland DHC-6 Twin Otter,Waha Oil Company,5A-DAU,Landing (descent or approach),Training,Yes,Airport (less than 10 km from airport),Sidra - Sidra,570,1977,NA,Sidra (As Sidr) Sirte (<U+0633><U+0631><U+062A> ),Libya,Africa,2,0,0,0,0,0,The crew was completing a local training flight at Sidra Airport when the accident occurred in unknown circumstances. The aircraft came to rest in a sandy area with its undercarriage and left wing sheared off. Both pilots evacuated safely.,Unknown
6/20/2008,10H 26M 0S,Swearingen SA226T Merlin,Helitrans,LN-SFT,Flight,Training,No,"Lake, Sea, Ocean, River",Bergen - Bergen,T-342,1980,NA,Bergen Hordaland,Norway,Europe,3,3,0,0,0,3,"The flight was a skill-test for a candidate that was hired as a first officer on SA226-T(B) Merlins for the operator Helitrans. He was one of two candidates that were employed by the company in early 2008. They underwent ground school and flight training in cooperation with the Swedish Type Rating Training Organisation (TRTO) Trafikkhögskolan. Later it became clear that the Swedish Civil Aviation Authority (CAA) did not accept skill-tests limited to first officer duties on a single pilot certified airplane, as the Norwegian CAA did. The candidates did not possess the skills to act as commanders on the Merlin, and there was a period of uncertainty while the operator and the Norwegian CAA discussed how to conduct the skill-tests, in particular whether to use a simulator or an actual airplane. After several months the issues were resolved and an examiner was appointed. There was a limited slot on a Thursday and a Friday where the examiner, the instructor/commander and the aircraft was available at Bergen Airport Flesland. The first candidate performed the skill-test on Thursday. The weather was not suited for flying skill tests. It was low ceiling, rain showers and winds up to 40 kt and turbulence. Turbulence caused the stick pusher to activate during the demonstration of slow flight. The commander decided to pull the circuit breaker for the Stall Avoidance and Stability Augmentation System (SAS) presumably to avoid nuisance activations of the stick pusher. After the slow flight demonstration, the examiner asked the candidate to demonstrate a stall. The candidate found this exercise frightening as she experienced great difficulties, having to use all her available physical strength to regain normal flight with the engines on full power and in IMC conditions. The weather was similar on Friday with even stronger winds. The SAS circuit breaker was not reset. This was confirmed during the start-up check. The examiner requested a similar program during this skill-test as he did the day before. However, when it came to demonstrating stalls, the examiner asked for a slow flight up to first indication of stall, and not an actual stall. He asked for call outs and a minimum loss of altitude recovery. The commander undertook the tasks of adding power and retracting gear and flaps on the candidate’s request. It was IMC. During this exercise the crew lost control of attitude and airspeed. The stall warning came on, but the airspeed decreased, even with full power applied. Radar data show that the altitude increased 200 – 400 ft during the period where control was lost. Airspeed decreased to about 30 kt and a sink rate of about 10 000 ft/min eventually developed. The airplane hit the sea in a near horizontal attitude about 37 sec. after control was lost. All three on board were fatally injured. The accident aircraft was used for coastguards duties and was modified with external sensors and antennas. The AIBN made a Computational Fluid Dynamics analysis in order to determine whether these installations influenced on stability and flight characteristics in the slow flight and pre-stall regime. It was found that the modifications reduced the overall performance, but did not result in any significant degradation of stability and control in this regime. There was no investigation as to any influence on the characteristics of a fully developed stall. The AIBN is of the opinion that this accident highlights the need for a change in the current training on initial stall recovery techniques, especially the focus on minimum loss of altitude at the expense of breaking the stall by lowering the nose and thus reducing the angle of attack. The AIBN has issued two safety recommendations to the Norwegian CAA; one regarding the conduct of skill-tests for pilots in a multi crew concept on single pilot airplanes, and one suggesting increased focus on flight examiners tasks.",Human factor
6/21/2008,12H 0M 0S,PZL-Mielec AN-2,Air Patrol,HA-MBC,Takeoff (climb),Training,Yes,Airport (less than 10 km from airport),Krems - Krems,1G161-08,1975,NA,Krems Lower Austria,Austria,Europe,1,0,12,0,0,0,"Shortly after take off from Krems-Langenlois Airport, the single engine airplane encountered difficulties to gain height. Both right wings struck a tree and the aircraft crashed in an open field located about 200 metres from the runway. The aircraft was damaged beyond repair while all 12 skydivers and the pilot escaped uninjured.",Human factor
6/24/2008,10H 20M 0S,Rockwell Shrike Commander 500,Central Air Southwest,N411JT,Flight,Training,No,"Plain, Valley",Kansas City - Lawrence,500-3097,1971,NA,Tonganoxie Kansas,United States of America,North America,2,2,0,0,0,2,"The airline's chief pilot was giving a newly-hired pilot a required competency/proficiency check. Memory data from the airplane's global positioning system showed the airplane made steep 360-degree turns to the left and right before continuing towards a practice area at gradually decreasing airspeed and altitude. A low cloud ceiling prevailed. Witnesses said they heard both engines ""sputter, then quit,"" and saw the airplane clear a grove of trees, stall, and strike the ground. The landing gear was down and the flaps were in the approach setting. Both propellers were in the low pitch/high rpm setting, and bore little rotational signatures. Both engine fuel supply lines contained only residual fuel. Those familiar with the chief pilot's flying practices stated that he always followed a certain routine when giving a check ride. The routine consisted of the following: After performing steep 360-degree turns, he would ask the trainee to configure the airplane for landing and demonstrate minimum control maneuvers. Prior to executing steep turns, he would turn the boost pumps on. At the completion of the maneuver, the pumps would be turned off. The investigation revealed that there are unguarded fuel shutoff switches next to the boost pumps, and the circumstances of the accident are consistent with the these fuel shutoff switches being inadvertently placed in the off position, instead of the fuel boost pumps.",Human factor
6/26/2008,11H 0M 0S,Casa 212 Aviocar,Indonesian Air Force - TNI-AU Tentara Nasional Indonesia - Angkatan Udara,A-2106,Flight,Military,No,Mountains,Jakarta – Bogor,228/N68,1984,NA,Mt Salak West Java,Indonesia,Asia,5,5,13,13,0,18,"While flying in poor weather conditions, the twin engine aircraft struck the slope of Mt Salak located about 55 km south of Jakarta. All 18 occupants were killed.",Human factor
6/27/2008,17H 56M 0S,PZL-Mielec AN-2,Avialesookhrana,RA-01132,Flight,Aerial photography,No,Airport (less than 10 km from airport),Bol’shoye Gryzlovo - Bol’shoye Gryzlovo,1G238-60,1990,NA,Bol'shoye Gryzlovo Moscow oblast,Russia,Asia,2,2,3,3,0,5,"The single engine aircraft departed Bol’shoye Gryzlovo Airport at 1753LT on a local aerial photography mission, carrying three photographer and two pilots. Three minutes after takeoff, the engine failed. The crew attempted an emergency landing when the aircraft struck power cables and crashed in a wooded area, bursting into flames. All five occupants were killed.",Technical failure
6/27/2008,12H 35M 0S,Lockheed C-130 Hercules,United States Air Force - USAF,86-0412,Takeoff (climb),Military,Yes,Airport (less than 10 km from airport),NA,5098,1987,NA,Baghdad Baghdad (<U+0628><U+063A><U+062F><U+0627><U+062F>),Iraq,Asia,4,0,34,0,0,0,"The four engine aircraft departed Baghdad Airport on a support mission, carrying 32 passengers and a crew of six. Sixty seconds after takeoff, while climbing to a height of 313 feet and at a speed of 163 knots, the airplane's defensive system activated. The pilot reacted in accordance with applicable directives and after reacting to the defensive alert, the crew realized that all three engines n°1, 3 and 4 lost 60% of power. The crew attempted an emergency landing in an open field located 7,5 km north of the airport. The aircraft was damaged beyond repair and all 38 occupants escaped uninjured. U.S. Air Force Maintenance and Explosive Ordnance Disposal personnel from the 447th Air Expeditionary Group were called in. They placed explosive charges on the plane and blew up the Hercules on July 7.",Technical failure
6/28/2008,19H 30M 0S,PZL-Mielec AN-2,Chinar,RF-00403,Flight,Test,Yes,"Plain, Valley",NA,NA,NA,NA,Dmitrievskaya Krasnodar Krai,Russia,Asia,1,0,0,0,0,0,"The pilot, sole on board, was performing a local test flight following an engine overhaul. En route, the engine lost power. The pilot attempted an emergency landing when the aircraft crashed in an open field located 6 km northeast of Dmitrievskaya, bursting into flames. The aircraft was destroyed and the pilot was seriously injured.",Technical failure
7/2/2008,14H 30M 0S,De Havilland DHC-6 Twin Otter,Chilean Air Force - Fuerza Aérea de Chile,947,Flight,Training,No,Mountains,Puerto Montt - Puerto Montt,404,1974,NA,Cochamó Región de Los Lagos,Chile,South America,3,3,0,0,0,3,"The crew departed Puerto Montt-El Tepual for a training flight. En route, the twin engine aircraft collided with the cables of a 23,000 volts powerline and crashed on a hilly terrain, bursting into flames. All three crew members were killed.",Human factor
8/22/2008,17H 50M 0S,Beechcraft 100 King Air,Leavitt Group Wings,N601PC,Takeoff (climb),Executive/Corporate/Business,No,Airport (less than 10 km from airport),Moab - Cedar City,B-225,1975,NA,Moab Utah,United States of America,North America,1,1,9,9,0,10,"The twin engine aircraft, owned by the Red Canyon Aesthetics & Medical Spa, a dermatology clinic headquartered in Cedar City, was returning to its base when shortly after take off, the pilot elected to make an emergency landing due to technical problem. The aircraft hit the ground, skidded for 300 meters and came to rest in flames in the desert, near the Arches National Park. All 10 occupants, among them some cancer specialist who had traveled to Moab early that day to provide cancer screening, cancer treatment, and other medical services to citizens in Moab, were killed.",Unknown
8/25/2008,20H 55M 0S,Lockheed C-130 Hercules,Philippine Air Force - Hukbong Himpapawid NG Pilipinas,4593,Takeoff (climb),Military,No,"Lake, Sea, Ocean, River",Davao City – Iloilo City,4593,1975,NA,Davao City Davao del Sur,Philippines,Asia,9,9,2,2,0,11,"The four engine aircraft departed Davao City Airport at 2051LT on a flight to Iloilo City where members of the Presidential Security Group should be picked up for Manila. During initial climb, the crew was cleared to climb to 18,000 feet when the aircraft entered an uncontrolled descent and crashed in the sea about 4 minutes after takeoff. The aircraft was destroyed and all 11 occupants were killed.",Unknown
8/29/2008,NA,PZL-Mielec AN-2,Aero-Tranzit,RA-68126,Flight,Aerial photography,Yes,"Plain, Valley",NA,1G195-31,1982,NA,Osinovy Mys Krasnoyarsk Krai,Russia,Asia,2,0,2,0,0,0,"While performing an aerial photography mission, the engine failed. The crew attempted an emergency landing and reduced his altitude when the aircraft collided with trees and crashed in a field, coming to rest upside down. The wreckage was found a day later about 50 km from Osinovy Mys. All four occupants were injured.",Technical failure
8/30/2008,21H 3M 0S,Boeing 737-200,Conviasa - Consorcio Venezolano de Industrias Aeronáuticas y Servicios Aéreos,YV102T,Flight,Delivery,No,Mountains,Caracas – Latacunga,21545/525,1978,NA,Toacaso Cotopaxi,Ecuador,South America,3,3,0,0,0,3,"The aircraft was parked at Caracas Airport for a while and had just been sold to an Ecuadorian operator. A crew of three departed Caracas-Maiquetía-Simón Bolívar Airport in the evening on a delivery flight to Latacunga, Ecuador. After being cleared to descend to FL180, FL150 then FL130, the crew was flying over a mountainous area when the GPWS alarm sounded. The crew apparently elected to gain height but the alarm sounded for 22 seconds when the aircraft collided with the Iliniza Volcano. The aircraft disintegrated on impact and all three occupants were killed. The wreckage was found the following day at an altitude of 3,992 metres.",Human factor
9/1/2008,18H 10M 0S,Lockheed P-2 Neptune,Neptune Aviation Charter,N4235T,Takeoff (climb),Fire fighting,No,Airport (less than 10 km from airport),Reno - Reno,726-7285,1958,NA,Reno-Stead Nevada,United States of America,North America,3,3,0,0,0,3,"Just after the airplane's landing gear was retracted during takeoff for a retardant drop mission, a ball of fire was observed coming out of the left jet engine before the airplane rolled steeply to the left and descended into the terrain. Prior to takeoff, the captain said he would make the takeoff and provided a takeoff briefing concerning the runway to be used and his intentions should an emergency develop. Shortly thereafter, the captain informed the co-pilot that this would actually be his (the co-pilot's) takeoff. On the cockpit voice recorder, the co-pilot stated ""Same briefing (sound of laughter)"". The co-pilot did not give an additional takeoff briefing beyond the one given by the captain and the captain did not ask the co-pilot to give one. During the initial climb, the captain said he detected a fire on the left side of the airplane and the copilot responded that he was holding full right aileron. At no point did either pilot call for the jettisoning of the retardant load as required by company standard operating procedures, or verbally enunciate the jet engine fire emergency checklist. Recorded data showed that the airplane's airspeed then decayed below the minimum air control speed, which resulted in an increased roll rate to the left and impact with terrain. The 11th stage compressor disc of the left jet engine failed in fatigue, which caused a catastrophic failure of the compressor section and the initiation of the engine fire. Metallurgical examination of the fracture identified several origin points at scratches in the surface finish of the disk. The scratches were too small to have been observed with the approved inspection procedures used by the company. A review of the FAA sanctioned Approved Aircraft Inspection Program, revealed no shortcomings or anomalies in the performance or documentation of the program. A post-accident examination of the airframe and three remaining engines revealed no anomalies that would have precluded normal operations.",Technical failure
9/5/2008,NA,De Havilland C-7A Caribou,Royal Australian Air Force - RAAF,A4-285,Landing (descent or approach),Military,Yes,Airport (less than 10 km from airport),NA,285,1969,NA,Efogi Central,Papua New Guinea,Oceania,0,0,0,0,0,0,"Damaged beyond repair following structural failure due to fatigue upon landing at Efogi, PNG. There were no injuries but the aircraft was damaged beyond repair and dismantled.",Unknown
9/9/2008,15H 0M 0S,GippsAero GA8 Airvan,Kakadu Air,VH-KNE,Takeoff (climb),Test,Yes,Airport (less than 10 km from airport),Cooinda - Cooinda,GA8-05-128,2008,NA,Cooinda Northern Territory,Australia,Oceania,1,0,0,0,0,0,"The pilot was completing a local post maintenance test flight at Cooinda Airport. Shortly after takeoff, while in initial climb, the engine failed. The pilot attempted an emergency landing in the bush but the aircraft collided with a telephone pole and came to rest. The pilot escaped with minor injuries and the aircraft was damaged beyond repair.",Technical failure
9/22/2008,NA,Transall C-160,German Air Force - Deutsche Luftwaffe,50+50,Flight,Training,Yes,"Plain, Valley",NA,D72,NA,NA,Wunstorf AFB Lower Saxony,Germany,Europe,0,0,0,0,0,0,"The crew was performing a training flight in the region of Hanover. While flying at low altitude in the area of Frielendorf, passing from IFR to VFR mode, the aircraft collided with trees. The crew diverted to Wunstorf AFB where he landed safely. All occupants escaped uninjured while the aircraft was damaged beyond repair due to serious damages to tail and stabilizers.",Unknown
9/29/2008,22H 16M 0S,Pilatus PC-12,Gardner Leasing,N606SL,Landing (descent or approach),Delivery,No,Airport (less than 10 km from airport),New York - Lubbock - Santa Fe,1020,2008,NA,Santa Fe New Mexico,United States of America,North America,1,1,0,0,0,1,"The pilot was approaching his home airport under dark night conditions. He reported that he was five miles from the airport and adjusted the airport lighting several times. He made no further radio calls, though his normal practice was to report his position several times as he proceeded in the landing pattern. The airplane approached the airport from the southeast in a descent, continued past the airport, and adjusted its course slightly to the left. One witness reported observing the airplane enter a left turn, then pitch down, and descend at a steep angle. The airplane impacted terrain in a steep left bank and cart wheeled. An examination of the airframe, airplane systems, and engine revealed no pre-impact anomalies. Flight control continuity was confirmed. The pilot had flown eight hours and 30 minutes on the day of the accident, crossing two time zones, and had been awake for no less than 17 hours when the accident occurred. The accident occurred at a time of day after midnight in the pilot's departure time zone. Post-accident toxicology testing revealed doxylamine and amphetamine in the pilot's tissues. The pilot had been diagnosed with attention deficit hyperactivity disorder (ADHD) almost five years prior to the accident and had taken prescription amphetamines for the disorder since that diagnosis. The FAA does not medically certify pilots who require medication for the control of ADHD. At the time of the accident, the pilot's blood level of amphetamines may have been falling, and he may have been increasingly fatigued and distracted. The use of doxylamine (an over-the-counter antihistamine, often used as a sleep aid) could suggest that the pilot was having difficulty sleeping.",Human factor
9/29/2008,NA,Antonov AN-12,Angola Air Force - Força Aérea Nacional Angolana,T-311,Taxiing,Military,Yes,Airport (less than 10 km from airport),NA,8 3 454 10,1968,NA,Luanda-4 de Fevereiro Luanda,Angola,Africa,0,0,0,0,0,0,"While taxiing to runway 23, the aircraft suffered a right landing gear failure and came to rest. There were no injuries and the aircraft was damaged beyond repair.",Technical failure
10/12/2008,NA,Beechcraft 100 King Air,Woolie Enterprises,N525ZS,Takeoff (climb),Delivery,No,Airport (less than 10 km from airport),Bauru – Sorocaba,B-66,1971,NA,Bauru São Paulo,Brazil,South America,1,1,0,0,0,1,"Shortly after takeoff from Bauru Airport, the twin engine aircraft encountered difficulties to maintain a positive rate of climb. It then descended until it impacted ground about 5 km from the airport. The pilot, sole on board, was killed. He was supposed to deliver the aircraft at Sorocaba Airport.",Unknown
10/17/2008,12H 10M 0S,Cessna 402,Government of the State of Baja California Sur,XC-HAQ,Takeoff (climb),Government,No,Mountains,Monterrey – La Paz,402C-0521,1981,NA,Monterrey Nuevo León,Mexico,Central America,2,2,1,1,0,3,"The twin engine aircraft departed Monterrey-General Mariano Escobido Airport at 1200LT on a flight to La Paz, Baja California Sur with one passenger and two pilots on board. While climbing in clouds, the aircraft struck the slope of Mt El Fraile. The wreckage was found at the end of the afternoon. The aircraft was destroyed by impact forces and a post crash fire and all three occupants were killed, among them Nabor García Aguirre, Baja California Sur State Government Finance Secretary. Crew: Jaime Emilio Real Cosío, pilot, Armando Ávila Ochoa, copilot. Passenger: Nabor García Aguirre.",Human factor
